STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DECIMALS,DECIMALS_LABEL,DATABASE_ID,DATABASE_ID_LABEL,COMMENT_TS,UNIT_MULT,UNIT_MULT_LABEL,DATA_SOURCE,DATA_SOURCE_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DJI,Djibouti,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,486.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DMA,Dominica,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,3.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DOM,Dominican Republic,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,55.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ECU,Ecuador,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,42.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EGY,"Egypt, Arab Rep.",WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,17.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SLV,El Salvador,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,39.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GNQ,Equatorial Guinea,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,224.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ERI,Eritrea,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,157.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,EST,Estonia,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,25.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,SWZ,Eswatini,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,1300.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ETH,Ethiopia,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,253.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FJI,Fiji,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,31.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FIN,Finland,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,6.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,FRA,France,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,9.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PYF,French Polynesia,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,27.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GAB,Gabon,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,554.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GMB,"Gambia, The",WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,178.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GEO,Georgia,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,122.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,DEU,Germany,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,5.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GHA,Ghana,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,178.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRC,Greece,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,4.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRL,Greenland,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,233.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GRD,Grenada,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,2.2,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GUM,Guam,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,57.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GTM,Guatemala,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,25.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GIN,Guinea,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,183.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GNB,Guinea-Bissau,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,361.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,GUY,Guyana,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,119.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HTI,Haiti,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,220.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HND,Honduras,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,48.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HKG,"Hong Kong SAR, China",WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,76.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,HUN,Hungary,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,15.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ISL,Iceland,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,2.9,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IND,India,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,268.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IDN,Indonesia,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,338.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IRN,"Iran, Islamic Rep.",WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,18.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IRQ,Iraq,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,44.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,IRL,Ireland,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,9.7,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ISR,Israel,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,6.3,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,ITA,Italy,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,6.5,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,JAM,Jamaica,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,4.6,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,JPN,Japan,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,20.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,JOR,Jordan,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,5.4,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KAZ,Kazakhstan,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,135.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KEN,Kenya,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,506.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,KIR,Kiribati,WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,387.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,Annual,PRK,"Korea, Dem. People's Rep.",WB_WDI_SH_TBS_INCD,"Incidence of tuberculosis (per 100,000 people)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,10P5PS,Per 100 000 persons,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2011,513.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Incidence of tuberculosis (per 100,000 people)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
